Country,REF_AREA,Indicator,Time period, Child Mortality Rate,UNIT_MEASURE:Unit of measure
Ireland,IRL, Child mortality rate (aged 1-4 years),2010,0.624017276,D_PER_1000_1: Deaths per 1000 children aged 1
Ireland,IRL, Child mortality rate (aged 1-4 years),2015,0.516550743,D_PER_1000_1: Deaths per 1000 children aged 1
Ireland,IRL, Child mortality rate (aged 1-4 years),2017,0.473647501,D_PER_1000_1: Deaths per 1000 children aged 1
Ireland,IRL, Child mortality rate (aged 1-4 years),2019,0.434543636,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2000,6.697529193,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2005,4.246980858,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2010,2.83148517,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2015,2.199085,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2017,2.040328374,D_PER_1000_1: Deaths per 1000 children aged 1
"Iran, Islamic Republic of",IRN, Child mortality rate (aged 1-4 years),2019,1.900011146,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2000,9.171384486,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2005,7.828927071,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2010,6.357731431,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2015,5.055173743,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2017,4.61799197,D_PER_1000_1: Deaths per 1000 children aged 1
Iraq,IRQ, Child mortality rate (aged 1-4 years),2019,4.226145674,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2000,0.81551058,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2005,0.626706237,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2010,0.547113794,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2015,0.543031794,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2017,0.551456168,D_PER_1000_1: Deaths per 1000 children aged 1
Iceland,ISL, Child mortality rate (aged 1-4 years),2019,0.554548415,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2000,1.319411948,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2005,1.096671685,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2010,0.894455902,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2015,0.770274272,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2017,0.737557883,D_PER_1000_1: Deaths per 1000 children aged 1
Israel,ISR, Child mortality rate (aged 1-4 years),2019,0.701677371,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2000,0.845117498,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2005,0.683359758,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2010,0.600160992,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2015,0.527067051,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2017,0.493250188,D_PER_1000_1: Deaths per 1000 children aged 1
Italy,ITA, Child mortality rate (aged 1-4 years),2019,0.44224834,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2000,3.126820178,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2005,2.764648335,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2010,2.470974066,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2015,2.11919019,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2017,1.991609957,D_PER_1000_1: Deaths per 1000 children aged 1
Jamaica,JAM, Child mortality rate (aged 1-4 years),2019,1.865323743,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2000,4.370179597,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2005,3.577388434,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2010,2.982370247,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2015,2.511362684,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2017,2.344918597,D_PER_1000_1: Deaths per 1000 children aged 1
Jordan,JOR, Child mortality rate (aged 1-4 years),2019,2.198174742,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2000,1.229432795,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2005,0.993383662,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2010,0.856845652,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2015,0.739422822,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2017,0.687913346,D_PER_1000_1: Deaths per 1000 children aged 1
Japan,JPN, Child mortality rate (aged 1-4 years),2019,0.629596662,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2000,6.046193126,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2005,3.831010152,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2010,2.228689141,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2015,1.30027496,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2017,1.1658432,D_PER_1000_1: Deaths per 1000 children aged 1
Kazakhstan,KAZ, Child mortality rate (aged 1-4 years),2019,1.131086068,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2000,41.50879324,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2005,30.00749744,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2010,18.26417377,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2015,13.21499137,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2017,11.20179192,D_PER_1000_1: Deaths per 1000 children aged 1
Kenya,KEN, Child mortality rate (aged 1-4 years),2019,10.02495073,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2000,7.653539416,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2005,5.353997321,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2010,3.567985929,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2015,2.479971025,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2017,2.17651437,D_PER_1000_1: Deaths per 1000 children aged 1
Kyrgyzstan,KGZ, Child mortality rate (aged 1-4 years),2019,1.980145771,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2000,29.43186874,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2005,12.5375512,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2010,6.811613567,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2015,4.593182647,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2017,4.180376631,D_PER_1000_1: Deaths per 1000 children aged 1
Cambodia,KHM, Child mortality rate (aged 1-4 years),2019,3.876495023,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2000,17.24633889,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2005,15.94573018,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2010,15.95658599,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2015,13.46595231,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2017,12.41093208,D_PER_1000_1: Deaths per 1000 children aged 1
Kiribati,KIR, Child mortality rate (aged 1-4 years),2019,11.38070077,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2000,1.096229597,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2005,0.812160368,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2010,0.601217358,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2015,0.513004122,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2017,0.485588277,D_PER_1000_1: Deaths per 1000 children aged 1
South Korea,KOR, Child mortality rate (aged 1-4 years),2019,0.455482312,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2000,1.80119547,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2005,1.661157626,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2010,1.528795018,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2015,1.315137713,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2017,1.283382832,D_PER_1000_1: Deaths per 1000 children aged 1
Kuwait,KWT, Child mortality rate (aged 1-4 years),2019,1.276720562,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2000,33.22366069,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2005,24.79994307,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2010,17.40501209,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2015,12.17771514,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2017,10.73907445,D_PER_1000_1: Deaths per 1000 children aged 1
Lao People's Democratic Republic,LAO, Child mortality rate (aged 1-4 years),2019,9.593844091,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2000,2.973811824,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2005,2.090634692,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2010,1.594591521,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2015,1.361405129,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2017,1.303504436,D_PER_1000_1: Deaths per 1000 children aged 1
Lebanon,LBN, Child mortality rate (aged 1-4 years),2019,1.253537181,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2000,70.54539378,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2005,42.74454248,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2010,30.17781269,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2015,25.31994105,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2017,23.86497196,D_PER_1000_1: Deaths per 1000 children aged 1
Liberia,LBR, Child mortality rate (aged 1-4 years),2019,22.29364706,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2000,4.060289474,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2005,3.350273038,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2010,2.410792669,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2015,1.927608083,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2017,1.7876089,D_PER_1000_1: Deaths per 1000 children aged 1
Libya,LBY, Child mortality rate (aged 1-4 years),2019,1.66795941,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2000,2.805490786,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2005,2.532199093,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2010,2.422054308,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2015,2.417670383,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2017,2.432604558,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Lucia,LCA, Child mortality rate (aged 1-4 years),2019,2.445748726,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2000,2.350062616,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2005,1.988529553,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2010,1.593157202,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2015,1.272113884,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2017,1.153507149,D_PER_1000_1: Deaths per 1000 children aged 1
Sri Lanka,LKA, Child mortality rate (aged 1-4 years),2019,1.060640189,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2000,42.03692744,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2005,47.69048984,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2010,27.85689451,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2015,20.57603532,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2017,14.33033327,D_PER_1000_1: Deaths per 1000 children aged 1
Lesotho,LSO, Child mortality rate (aged 1-4 years),2019,18.2495325,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2000,2.172587842,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2005,1.783581911,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2010,1.162969763,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2015,0.91336709,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2017,0.816073134,D_PER_1000_1: Deaths per 1000 children aged 1
Lithuania,LTU, Child mortality rate (aged 1-4 years),2019,0.688112845,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2000,0.780571355,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2005,0.589109152,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2010,0.505674757,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2015,0.502695487,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2017,0.51187035,D_PER_1000_1: Deaths per 1000 children aged 1
Luxembourg,LUX, Child mortality rate (aged 1-4 years),2019,0.5103714,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2000,2.760261176,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2005,1.887531719,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2010,1.299092956,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2015,0.782909951,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2017,0.66180429,D_PER_1000_1: Deaths per 1000 children aged 1
Latvia,LVA, Child mortality rate (aged 1-4 years),2019,0.578436839,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2000,8.780483704,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2005,6.291671795,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2010,4.514301829,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2015,3.418151394,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2017,3.092093561,D_PER_1000_1: Deaths per 1000 children aged 1
Morocco,MAR, Child mortality rate (aged 1-4 years),2019,2.833775789,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2000,5.478444981,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2005,2.924351856,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2010,2.437191461,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2015,2.237232253,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2017,2.158319975,D_PER_1000_1: Deaths per 1000 children aged 1
"Moldova, Republic of",MDA, Child mortality rate (aged 1-4 years),2019,2.081181511,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2000,40.53436627,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2005,30.56173263,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2010,24.05139085,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2015,21.70696312,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2017,21.604127,D_PER_1000_1: Deaths per 1000 children aged 1
Madagascar,MDG, Child mortality rate (aged 1-4 years),2019,21.75123139,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2000,7.560223763,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2005,3.22633028,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2010,1.952476807,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2015,1.408268114,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2017,1.205503146,D_PER_1000_1: Deaths per 1000 children aged 1
Maldives,MDV, Child mortality rate (aged 1-4 years),2019,1.016221956,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2000,4.707924443,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2005,3.501665701,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2010,2.807239821,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2015,2.303157304,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2017,2.143161968,D_PER_1000_1: Deaths per 1000 children aged 1
Mexico,MEX, Child mortality rate (aged 1-4 years),2019,1.997174163,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2000,1.70321589,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2005,1.523633978,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2010,1.193573113,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2015,1.36274775,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2017,1.17171312,D_PER_1000_1: Deaths per 1000 children aged 1
"Macedonia, the former Yugoslav Republic of",MKD, Child mortality rate (aged 1-4 years),2019,0.838309358,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2000,95.74707034,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2005,75.74922024,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2010,60.47013544,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2015,48.917578,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2017,45.06359394,D_PER_1000_1: Deaths per 1000 children aged 1
Mali,MLI, Child mortality rate (aged 1-4 years),2019,41.34792322,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2000,0.916565268,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2005,0.842449296,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2010,0.850030421,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2015,0.835942058,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2017,0.816398292,D_PER_1000_1: Deaths per 1000 children aged 1
Malta,MLT, Child mortality rate (aged 1-4 years),2019,0.788608572,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2000,25.7926601,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2005,20.82660338,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2010,15.55686311,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2015,11.5233235,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2017,10.31883957,D_PER_1000_1: Deaths per 1000 children aged 1
Myanmar,MMR, Child mortality rate (aged 1-4 years),2019,9.269747416,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2000,1.632042837,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2005,1.315998404,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2010,0.913574137,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2015,0.59956728,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2017,0.503402599,D_PER_1000_1: Deaths per 1000 children aged 1
Montenegro,MNE, Child mortality rate (aged 1-4 years),2019,0.422365659,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2000,15.63543835,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2005,8.126798109,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2010,4.238088298,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2015,2.852205465,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2017,2.529959287,D_PER_1000_1: Deaths per 1000 children aged 1
Mongolia,MNG, Child mortality rate (aged 1-4 years),2019,2.275901134,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2000,66.0407622,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2005,50.51563442,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2010,36.18762965,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2015,25.12945619,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2017,23.04804485,D_PER_1000_1: Deaths per 1000 children aged 1
Mozambique,MOZ, Child mortality rate (aged 1-4 years),2019,21.06063256,D_PER_1000_1: Deaths per 1000 children aged 1
