Country,REF_AREA,Indicator,Time period,Maternal Mortality Rate
Saint Lucia,LCA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,72.03709846
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,61.07661588
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,44.01376048
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,37.26203471
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,30.36852176
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,30.61695988
Sri Lanka,LKA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,29.82097368
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,544.6175202
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,562.8917361
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,1040.175316
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,728.3846473
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,639.7368648
Lesotho,LSO," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,628.864869
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,17.54245377
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,11.37464878
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.677917688
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,8.42008154
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,8.034957226
Lithuania,LTU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,7.357450424
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,9.258563289
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,10.68289711
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.271406697
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.920877507
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,6.725786238
Luxembourg,LUX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,6.413660143
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,31.95238797
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,28.01325593
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,25.41326207
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,22.23745939
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,21.79118059
Latvia,LVA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,21.80957049
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,244.2096012
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,194.211676
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,133.8667345
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,96.58070318
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,80.34981079
Morocco,MAR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,76.35814404
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,48.90637193
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,30.09974432
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,18.1274447
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,16.70352969
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,14.69323508
"Moldova, Republic of",MDA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,12.09516863
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,658.1072856
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,567.531873
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,496.7959893
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,481.6282319
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,423.2490536
Madagascar,MDG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,397.6377172
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,114.3316389
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,78.75982118
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,59.78662995
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,56.90833417
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,45.8079519
Maldives,MDV," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,50.32475676
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,56.5320201
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,53.33310407
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,51.22866376
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,52.02667886
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,52.33693262
Mexico,MEX," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,57.96980057
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,12.3179491
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,8.878761011
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,6.322340327
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.516688091
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,3.291534204
"Macedonia, the former Yugoslav Republic of",MKD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.085996309
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,742.337081
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,560.324132
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,546.7548428
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,493.7522491
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,452.747706
Mali,MLI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,428.2631457
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.48432525
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,7.636343918
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,5.320154753
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,4.196288529
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,3.782236317
Malta,MLT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,4.050402702
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,371.4153237
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,321.1655217
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,292.7042055
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,242.8608273
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,237.8475966
Myanmar,MMR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,212.9703616
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.53045927
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,9.617105345
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,7.191556314
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,6.114909111
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,5.456761265
Montenegro,MNE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,5.816906035
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,157.8199544
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,93.9948041
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,65.49473535
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,47.18380773
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,48.13440196
Mongolia,MNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,39.70739393
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,532.0994614
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,403.9291349
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,321.5410418
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,225.8856512
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,177.3106146
Mozambique,MOZ," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,149.9191369
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,683.6386904
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,652.1208393
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,586.0723512
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,509.9915775
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,457.5933722
Mauritania,MRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,431.1010824
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,52.16900032
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,47.66034663
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,55.05951373
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,56.58091225
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,45.65106877
Mauritius,MUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,49.05517331
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,573.4620852
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,346.9246535
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,512.9306806
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,444.9364282
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,374.8786296
Malawi,MWI," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,370.2438902
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,39.74691181
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,32.14818197
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,25.47595961
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,22.3374939
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,21.61505159
Malaysia,MYS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,21.58031568
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,450.2828441
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,418.9470034
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,481.6308178
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,299.0053132
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,227.9097395
Namibia,NAM," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,222.9557116
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,866.7857263
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,767.8652603
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,593.8637769
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,490.623151
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,433.0415247
Niger,NER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,409.6482968
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1147.546401
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,1073.134131
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,1122.67093
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,1113.403241
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,1126.909368
Nigeria,NGA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,1122.113157
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,168.8196294
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,157.517216
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,97.84676447
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,79.39387079
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,76.02204423
Nicaragua,NIC," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,75.084574
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,12.96045372
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,10.4786933
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,6.268420597
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,5.155280939
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,4.976387962
Netherlands,NLD," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,3.940879426
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,5.730137395
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,5.516508197
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,4.020855714
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,2.405306291
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,2.152932521
Norway,NOR," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,1.942273425
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,503.9813989
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,380.3898347
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,349.2049739
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,251.8021743
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,223.1731468
Nepal,NPL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,182.3196916
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,11.09167857
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,10.00711255
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.887761309
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,8.650227976
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,7.393604894
New Zealand,NZL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,7.219616223
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,19.78102999
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,19.72671211
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,18.09182061
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,15.07240887
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,15.18991288
Oman,OMN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,15.58875905
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,387.3714746
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,300.7506977
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,230.4847492
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,187.4442909
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,176.6227701
Pakistan,PAK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,179.2678962
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,65.52128685
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,53.35950654
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,54.906485
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,48.80800891
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,49.41315525
Panama,PAN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,50.9997801
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,113.2791292
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,97.42443325
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,76.37077883
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,65.02676826
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,60.81682189
Peru,PER," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,71.99521156
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,129.0355667
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,122.1936039
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,105.0090061
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,88.03904042
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,84.12246723
Philippines,PHL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,80.72677808
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,311.8595967
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,313.7699202
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,288.9008787
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,207.5493508
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,209.7891963
Papua New Guinea,PNG," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,189.8168766
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,7.782659385
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,4.817981452
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,2.538139861
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,2.100583831
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,1.884757372
Poland,POL," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,1.889525825
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,185.6162258
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,121.8917125
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,130.232431
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,108.3678483
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,107.6479531
"Korea, Democratic People's Republic of",PRK," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,106.154737
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,10.82361604
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,8.960240357
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,9.900784681
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,10.4037052
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,11.16625607
Portugal,PRT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,11.33437048
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,148.4536005
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,127.2110646
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,100.4942141
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,80.00103032
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,68.65932014
Paraguay,PRY," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,69.88434948
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,28.11784611
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,19.09699181
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,10.09239792
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,7.197927048
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,6.244229715
Qatar,QAT," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,6.517425125
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,50.2113589
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,36.82855158
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,22.20896543
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,14.75689868
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,12.75658553
Romania,ROU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,10.35986072
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,52.29273925
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,31.35258025
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,17.16817777
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,10.46699685
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,8.746384943
Russia,RUS," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,7.453112992
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1006.524948
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,532.6073052
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,385.7884709
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,311.7810625
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,274.6691173
Rwanda,RWA," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,281.3108389
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,21.52521494
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,17.01211337
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,15.33848984
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,15.82249002
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,16.44819354
Saudi Arabia,SAU," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,17.68221956
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,642.1847297
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,525.3035955
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,383.3780579
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,298.292608
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,289.641381
Sudan,SDN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,297.9860404
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,638.3718985
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,518.5934795
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,450.0850872
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,320.852896
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,278.2203283
Senegal,SEN," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,257.6114934
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,15.11441175
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,12.72452431
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,8.311500248
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,7.552929034
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,7.010946115
Singapore,SGP," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,6.247308839
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,150.1459773
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2005,152.9750197
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2010,147.0634119
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2015,140.899701
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2017,133.3699075
Solomon Islands,SLB," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2019,127.1819065
Sierra Leone,SLE," Maternal mortality ratio (number of maternal deaths per 100,000 live births)",2000,1682.449149
